Source,Target,Weight
Oncotarget,Exp Biol Med (Maywood),1
Oncotarget,Arch Insect Biochem Physiol,1
Oncotarget,Genet Mol Res,1
Oncotarget,Arch Toxicol,4
Oncotarget,J Neurovirol,1
Oncotarget,Microbiol Mol Biol Rev,1
Oncotarget,J Neurosci,1
Oncotarget,Onco Targets Ther,2
Oncotarget,BMC Genet,1
Oncotarget,Foodborne Pathog Dis,6
Oncotarget,Gigascience,1
Oncotarget,Mol Endocrinol,1
Oncotarget,J Orthop Res,2
Oncotarget,Planta,1
Oncotarget,Bone,1
Oncotarget,Cold Spring Harb Perspect Med,1
Oncotarget,Int J Biochem Cell Biol,1
Oncotarget,Biochem Soc Trans,1
Oncotarget,Mol Biol Rep,4
Oncotarget,Rice (N Y),2
Oncotarget,Acta Crystallogr D Biol Crystallogr,1
Oncotarget,Crit Rev Eukaryot Gene Expr,1
Oncotarget,BMC Infect Dis,1
Proc Natl Acad Sci U S A,Nat Methods,12
Proc Natl Acad Sci U S A,Adv Exp Med Biol,3
Proc Natl Acad Sci U S A,Sci Rep,75
Proc Natl Acad Sci U S A,Oncogene,3
Proc Natl Acad Sci U S A,Mol Cell,38
Proc Natl Acad Sci U S A,Front Pharmacol,1
Proc Natl Acad Sci U S A,PLoS Genet,17
Proc Natl Acad Sci U S A,PLoS One,53
Proc Natl Acad Sci U S A,Nat Protoc,15
Proc Natl Acad Sci U S A,Methods Mol Biol,32
Proc Natl Acad Sci U S A,Nature,45
Proc Natl Acad Sci U S A,Oncotarget,26
Proc Natl Acad Sci U S A,Science,47
Proc Natl Acad Sci U S A,J Zhejiang Univ Sci B,2
Proc Natl Acad Sci U S A,J Biol Chem,13
Proc Natl Acad Sci U S A,EMBO Rep,1
Proc Natl Acad Sci U S A,Clin Cancer Res,2
Proc Natl Acad Sci U S A,Nucleic Acids Res,54
Proc Natl Acad Sci U S A,ACS Synth Biol,13
Proc Natl Acad Sci U S A,Plant Cell Rep,10
Proc Natl Acad Sci U S A,Cold Spring Harb Protoc,6
Proc Natl Acad Sci U S A,J Bacteriol,11
Proc Natl Acad Sci U S A,J Exp Med,2
Proc Natl Acad Sci U S A,Nat Commun,58
Proc Natl Acad Sci U S A,Metab Eng,5
Proc Natl Acad Sci U S A,Stand Genomic Sci,7
Proc Natl Acad Sci U S A,Genome Announc,3
Proc Natl Acad Sci U S A,Mol Ther,11
Proc Natl Acad Sci U S A,Cell Syst,1
Proc Natl Acad Sci U S A,Cell Rep,34
Proc Natl Acad Sci U S A,J Virol,7
Proc Natl Acad Sci U S A,Cell Mol Life Sci,11
Proc Natl Acad Sci U S A,JAMA Neurol,2
Proc Natl Acad Sci U S A,Protein Cell,12
Proc Natl Acad Sci U S A,Cell,34
Proc Natl Acad Sci U S A,Elife,19
Proc Natl Acad Sci U S A,Cancer Discov,4
Proc Natl Acad Sci U S A,Yi Chuan,7
Proc Natl Acad Sci U S A,Sci Adv,4
Proc Natl Acad Sci U S A,Genome Res,25
Proc Natl Acad Sci U S A,Nat Microbiol,2
Proc Natl Acad Sci U S A,Acta Pharmacol Sin,2
Proc Natl Acad Sci U S A,Biochim Biophys Acta,1
Proc Natl Acad Sci U S A,Genome Biol,24
Proc Natl Acad Sci U S A,BMC Genomics,7
Proc Natl Acad Sci U S A,Stem Cells Transl Med,7
Proc Natl Acad Sci U S A,G3 (Bethesda),24
Proc Natl Acad Sci U S A,Cancer Sci,2
Proc Natl Acad Sci U S A,Genome Biol Evol,2
Proc Natl Acad Sci U S A,Hum Mol Genet,4
Proc Natl Acad Sci U S A,J Cell Physiol,1
Proc Natl Acad Sci U S A,Front Mol Biosci,2
Proc Natl Acad Sci U S A,Front Plant Sci,4
Proc Natl Acad Sci U S A,Front Mol Neurosci,2
Proc Natl Acad Sci U S A,Biol Direct,2
Proc Natl Acad Sci U S A,J Integr Plant Biol,6
Proc Natl Acad Sci U S A,Reproduction,3
Proc Natl Acad Sci U S A,MBio,12
Proc Natl Acad Sci U S A,Mol Ther Nucleic Acids,6
Proc Natl Acad Sci U S A,J Bone Metab,1
Proc Natl Acad Sci U S A,Virus Res,3
Proc Natl Acad Sci U S A,Virol J,1
Proc Natl Acad Sci U S A,Nat Plants,3
Proc Natl Acad Sci U S A,RNA Biol,33
Proc Natl Acad Sci U S A,Nat Chem Biol,9
Proc Natl Acad Sci U S A,Int J Mol Sci,8
Proc Natl Acad Sci U S A,Front Microbiol,7
Proc Natl Acad Sci U S A,Ann Neurol,1
Proc Natl Acad Sci U S A,Plant Biotechnol J,10
Proc Natl Acad Sci U S A,Nat Rev Cardiol,1
Proc Natl Acad Sci U S A,Nat Biotechnol,35
Proc Natl Acad Sci U S A,Mol Ther Methods Clin Dev,4
Proc Natl Acad Sci U S A,Nat Struct Mol Biol,20
Proc Natl Acad Sci U S A,Mol Cell Biol,2
Proc Natl Acad Sci U S A,Int J Med Microbiol,2
Proc Natl Acad Sci U S A,Plant J,4
Proc Natl Acad Sci U S A,FEBS J,7
Proc Natl Acad Sci U S A,Stem Cell Reports,6
Proc Natl Acad Sci U S A,Biol Open,4
Proc Natl Acad Sci U S A,Cell Stem Cell,30
Proc Natl Acad Sci U S A,Bioinformatics,10
Proc Natl Acad Sci U S A,Infect Genet Evol,1
Proc Natl Acad Sci U S A,Cell Res,30
Proc Natl Acad Sci U S A,J Cell Biochem,1
Proc Natl Acad Sci U S A,Proc Biol Sci,4
Proc Natl Acad Sci U S A,Development,4
Proc Natl Acad Sci U S A,Annu Rev Med,2
Proc Natl Acad Sci U S A,Dev Biol,3
Proc Natl Acad Sci U S A,Biochem J,4
Proc Natl Acad Sci U S A,J Ind Microbiol Biotechnol,1
Proc Natl Acad Sci U S A,Dev Genes Evol,2
Proc Natl Acad Sci U S A,Biotechnol Lett,5
Proc Natl Acad Sci U S A,Nat Neurosci,3
Proc Natl Acad Sci U S A,Int J Biol Sci,2
Proc Natl Acad Sci U S A,Theriogenology,2
Proc Natl Acad Sci U S A,Brief Funct Genomics,3
Proc Natl Acad Sci U S A,Stem Cell Res,1
Proc Natl Acad Sci U S A,J Cell Biol,5
Proc Natl Acad Sci U S A,Clin Chem,1
Proc Natl Acad Sci U S A,Genes (Basel),1
Proc Natl Acad Sci U S A,Biol Chem,3
Proc Natl Acad Sci U S A,J Genet Genomics,22
Proc Natl Acad Sci U S A,Mol Microbiol,8
Proc Natl Acad Sci U S A,Hum Genet,2
Proc Natl Acad Sci U S A,Zhonghua Liu Xing Bing Xue Za Zhi,3
Proc Natl Acad Sci U S A,Stem Cells Dev,4
Proc Natl Acad Sci U S A,Curr Protoc Stem Cell Biol,3
Proc Natl Acad Sci U S A,Cancer Res,5
Proc Natl Acad Sci U S A,Viruses,2
Proc Natl Acad Sci U S A,Nat Med,8
Proc Natl Acad Sci U S A,Appl Environ Microbiol,2
Proc Natl Acad Sci U S A,DNA Repair (Amst),2
Proc Natl Acad Sci U S A,Transgenic Res,3
Proc Natl Acad Sci U S A,Mol Cancer Res,1
Proc Natl Acad Sci U S A,Cell Host Microbe,4
Proc Natl Acad Sci U S A,BMC Biol,1
Proc Natl Acad Sci U S A,Anal Chem,2
Proc Natl Acad Sci U S A,J Clin Invest,1
Proc Natl Acad Sci U S A,Transl Perioper Pain Med,1
Proc Natl Acad Sci U S A,Free Radic Biol Med,3
Proc Natl Acad Sci U S A,J Control Release,1
Proc Natl Acad Sci U S A,Am J Hum Genet,5
Proc Natl Acad Sci U S A,Hum Gene Ther,5
Proc Natl Acad Sci U S A,Hepatology,1
Proc Natl Acad Sci U S A,Genes Dev,3
Proc Natl Acad Sci U S A,Methods Cell Biol,5
Proc Natl Acad Sci U S A,Plant Signal Behav,1
Proc Natl Acad Sci U S A,Dongwuxue Yanjiu,1
Proc Natl Acad Sci U S A,Cell Discov,4
Proc Natl Acad Sci U S A,Curr Biol,4
Proc Natl Acad Sci U S A,Biotechnol Bioeng,3
Proc Natl Acad Sci U S A,Sci China Life Sci,2
Proc Natl Acad Sci U S A,Mol Med Rep,1
Proc Natl Acad Sci U S A,Stem Cells,4
Proc Natl Acad Sci U S A,Trends Biotechnol,6
Proc Natl Acad Sci U S A,Methods Enzymol,16
Proc Natl Acad Sci U S A,Bioessays,2
Proc Natl Acad Sci U S A,Anal Biochem,4
Proc Natl Acad Sci U S A,Trends Microbiol,9
Proc Natl Acad Sci U S A,Protein Sci,1
Proc Natl Acad Sci U S A,PLoS Pathog,10
Proc Natl Acad Sci U S A,Eur Urol,1
Proc Natl Acad Sci U S A,Genesis,3
Proc Natl Acad Sci U S A,Nat Rev Mol Cell Biol,2
Proc Natl Acad Sci U S A,Curr Microbiol,2
Proc Natl Acad Sci U S A,J Biotechnol,6
Proc Natl Acad Sci U S A,Invest Ophthalmol Vis Sci,1
Proc Natl Acad Sci U S A,Curr Protoc Mol Biol,2
Proc Natl Acad Sci U S A,New Phytol,1
Proc Natl Acad Sci U S A,Cancer Cell,6
Proc Natl Acad Sci U S A,Curr Opin Biotechnol,1
Proc Natl Acad Sci U S A,Insect Biochem Mol Biol,8
Proc Natl Acad Sci U S A,Genetics,19
Proc Natl Acad Sci U S A,Nan Fang Yi Ke Da Xue Xue Bao,2
Proc Natl Acad Sci U S A,Transplant Proc,1
Proc Natl Acad Sci U S A,Biochem Biophys Res Commun,12
Proc Natl Acad Sci U S A,J Neurosci Res,1
Proc Natl Acad Sci U S A,Integr Biol (Camb),1
Proc Natl Acad Sci U S A,Nat Rev Genet,3
Proc Natl Acad Sci U S A,Biotechnol J,5
Proc Natl Acad Sci U S A,Curr Opin Immunol,2
Proc Natl Acad Sci U S A,Wei Sheng Wu Xue Bao,6
Proc Natl Acad Sci U S A,J Reprod Immunol,1
Proc Natl Acad Sci U S A,J Vis Exp,4
Proc Natl Acad Sci U S A,Curr Gene Ther,1
Proc Natl Acad Sci U S A,Nat Rev Microbiol,7
Proc Natl Acad Sci U S A,Exp Mol Med,1
Proc Natl Acad Sci U S A,Plant Physiol,9
Proc Natl Acad Sci U S A,Front Genet,1
Proc Natl Acad Sci U S A,Retrovirology,1
Proc Natl Acad Sci U S A,Parasitol Res,1
Proc Natl Acad Sci U S A,Parasitology,2
Proc Natl Acad Sci U S A,Genome Med,1
Proc Natl Acad Sci U S A,Mol Plant,20
Proc Natl Acad Sci U S A,Leukemia,2
Proc Natl Acad Sci U S A,Appl Biochem Biotechnol,2
Proc Natl Acad Sci U S A,Cell Death Differ,3
Proc Natl Acad Sci U S A,Biomed Res Int,5
Proc Natl Acad Sci U S A,Gene Ther,9
Proc Natl Acad Sci U S A,RNA,8
Proc Natl Acad Sci U S A,Parasit Vectors,2
Proc Natl Acad Sci U S A,Trends Parasitol,1
Proc Natl Acad Sci U S A,Virology,6
Proc Natl Acad Sci U S A,J Exp Clin Cancer Res,1
Proc Natl Acad Sci U S A,Haematologica,1
Proc Natl Acad Sci U S A,Autophagy,1
Proc Natl Acad Sci U S A,Cilia,1
Proc Natl Acad Sci U S A,Neurotherapeutics,3
Proc Natl Acad Sci U S A,Annu Rev Biophys,1
Proc Natl Acad Sci U S A,Annu Rev Biochem,1
Proc Natl Acad Sci U S A,Bacteriophage,3
Proc Natl Acad Sci U S A,AIDS,5
Proc Natl Acad Sci U S A,EMBO Mol Med,3
Proc Natl Acad Sci U S A,J Intern Med,2
Proc Natl Acad Sci U S A,World J Microbiol Biotechnol,2
Proc Natl Acad Sci U S A,Neurochem Res,3
Proc Natl Acad Sci U S A,Arterioscler Thromb Vasc Biol,5
Proc Natl Acad Sci U S A,BMC Plant Biol,4
Proc Natl Acad Sci U S A,Cell Cycle,1
Proc Natl Acad Sci U S A,Am J Respir Cell Mol Biol,2
Proc Natl Acad Sci U S A,FEBS Lett,5
Proc Natl Acad Sci U S A,?,2
Proc Natl Acad Sci U S A,Insect Sci,1
Proc Natl Acad Sci U S A,Exp Anim,1
Proc Natl Acad Sci U S A,J Assist Reprod Genet,3
Proc Natl Acad Sci U S A,Sci Signal,6
Proc Natl Acad Sci U S A,Curr Opin Microbiol,4
Proc Natl Acad Sci U S A,Cell Biosci,2
Proc Natl Acad Sci U S A,Oral Dis,1
Proc Natl Acad Sci U S A,Insect Mol Biol,3
Proc Natl Acad Sci U S A,ISME J,1
Proc Natl Acad Sci U S A,Microbiology,3
Proc Natl Acad Sci U S A,Structure,8
Proc Natl Acad Sci U S A,Circ Res,2
Proc Natl Acad Sci U S A,Antiviral Res,4
Proc Natl Acad Sci U S A,Acta Crystallogr D Struct Biol,2
Proc Natl Acad Sci U S A,BMC Microbiol,2
Proc Natl Acad Sci U S A,Biochem Pharmacol,3
Proc Natl Acad Sci U S A,Mob Genet Elements,1
Proc Natl Acad Sci U S A,Sheng Wu Gong Cheng Xue Bao,1
Proc Natl Acad Sci U S A,Cell Chem Biol,1
Proc Natl Acad Sci U S A,GM Crops Food,2
Proc Natl Acad Sci U S A,Curr Protoc Mouse Biol,1
Proc Natl Acad Sci U S A,Expert Opin Biol Ther,2
Proc Natl Acad Sci U S A,Environ Microbiol,4
Proc Natl Acad Sci U S A,Nat Genet,4
Proc Natl Acad Sci U S A,Discov Med,2
Proc Natl Acad Sci U S A,Mol Pharm,1
Proc Natl Acad Sci U S A,Zhonghua Bing Li Xue Za Zhi,3
Proc Natl Acad Sci U S A,Int J Parasitol,1
Proc Natl Acad Sci U S A,Int Immunol,1
Proc Natl Acad Sci U S A,ACS Chem Biol,1
Proc Natl Acad Sci U S A,Acta Biochim Biophys Sin (Shanghai),4
Proc Natl Acad Sci U S A,Biotechniques,1
Proc Natl Acad Sci U S A,Plant Methods,2
Proc Natl Acad Sci U S A,Tumour Biol,1
Proc Natl Acad Sci U S A,PLoS Comput Biol,2
Proc Natl Acad Sci U S A,Gastroenterology,2
Proc Natl Acad Sci U S A,Annu Rev Food Sci Technol,2
Proc Natl Acad Sci U S A,Dev Cell,5
Proc Natl Acad Sci U S A,Gen Comp Endocrinol,2
Proc Natl Acad Sci U S A,Transl Psychiatry,4
Proc Natl Acad Sci U S A,Methods,8
Proc Natl Acad Sci U S A,Toxins (Basel),4
Proc Natl Acad Sci U S A,Zhonghua Kou Qiang Yi Xue Za Zhi,1
Proc Natl Acad Sci U S A,Fungal Genet Biol,1
Proc Natl Acad Sci U S A,Mol Biotechnol,1
Proc Natl Acad Sci U S A,Mol Biosyst,1
Proc Natl Acad Sci U S A,J Med Genet,1
Proc Natl Acad Sci U S A,FEMS Microbiol Rev,1
Proc Natl Acad Sci U S A,Nat Cell Biol,3
Proc Natl Acad Sci U S A,Brain Res,1
Proc Natl Acad Sci U S A,J Med Microbiol,1
Proc Natl Acad Sci U S A,J Mol Biol,4
Proc Natl Acad Sci U S A,J Microbiol Biotechnol,1
Proc Natl Acad Sci U S A,Nat Rev Immunol,1
Proc Natl Acad Sci U S A,Mol Autism,1
Proc Natl Acad Sci U S A,J Pathol,3
Proc Natl Acad Sci U S A,Plant Mol Biol,2
Proc Natl Acad Sci U S A,FEMS Microbiol Lett,2
Proc Natl Acad Sci U S A,J Mol Cell Biol,8
Proc Natl Acad Sci U S A,J Food Sci,2
Proc Natl Acad Sci U S A,Blood Rev,1
Proc Natl Acad Sci U S A,Hum Mutat,3
Proc Natl Acad Sci U S A,Annu Rev Genet,6
Proc Natl Acad Sci U S A,Zhongguo Fei Ai Za Zhi,1
Proc Natl Acad Sci U S A,J Gen Virol,3
Proc Natl Acad Sci U S A,Mamm Genome,1
Proc Natl Acad Sci U S A,World J Gastroenterol,1
Proc Natl Acad Sci U S A,J Clin Microbiol,8
Proc Natl Acad Sci U S A,FASEB J,2
Proc Natl Acad Sci U S A,Asian J Androl,1
Proc Natl Acad Sci U S A,Clin Calcium,2
Proc Natl Acad Sci U S A,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
Proc Natl Acad Sci U S A,Annu Rev Microbiol,1
Proc Natl Acad Sci U S A,Zygote,1
Proc Natl Acad Sci U S A,Biosci Rep,1
Proc Natl Acad Sci U S A,Chem Biol,2
Proc Natl Acad Sci U S A,EMBO J,14
Proc Natl Acad Sci U S A,Hematology,2
Proc Natl Acad Sci U S A,J Biomol Struct Dyn,3
Proc Natl Acad Sci U S A,Biol Reprod,3
Proc Natl Acad Sci U S A,J Insect Physiol,3
Proc Natl Acad Sci U S A,Int J Cancer,1
Proc Natl Acad Sci U S A,Nat Rev Cancer,1
Proc Natl Acad Sci U S A,Food Microbiol,1
Proc Natl Acad Sci U S A,Hear Res,1
Proc Natl Acad Sci U S A,Mol Cells,1
Proc Natl Acad Sci U S A,Exp Biol Med (Maywood),1
Proc Natl Acad Sci U S A,Curr Opin Virol,1
Proc Natl Acad Sci U S A,Curr Opin Infect Dis,3
Proc Natl Acad Sci U S A,Curr Opin Struct Biol,3
Proc Natl Acad Sci U S A,Int J Food Microbiol,2
Proc Natl Acad Sci U S A,J Neurovirol,4
Proc Natl Acad Sci U S A,JAMA,1
Proc Natl Acad Sci U S A,Microbiol Mol Biol Rev,4
Proc Natl Acad Sci U S A,Chromosome Res,5
Proc Natl Acad Sci U S A,Onco Targets Ther,2
Proc Natl Acad Sci U S A,BMC Genet,1
Proc Natl Acad Sci U S A,Trends Biochem Sci,6
Proc Natl Acad Sci U S A,Foodborne Pathog Dis,4
Proc Natl Acad Sci U S A,Cell Regen (Lond),1
Proc Natl Acad Sci U S A,Mol Endocrinol,1
Proc Natl Acad Sci U S A,Genes Dis,1
Proc Natl Acad Sci U S A,Annu Rev Virol,1
Proc Natl Acad Sci U S A,J Orthop Res,3
Proc Natl Acad Sci U S A,Planta,2
Proc Natl Acad Sci U S A,Cold Spring Harb Perspect Med,2
Proc Natl Acad Sci U S A,Dev Growth Differ,5
Proc Natl Acad Sci U S A,Int J Biochem Cell Biol,2
Proc Natl Acad Sci U S A,Biochem Soc Trans,14
Proc Natl Acad Sci U S A,J Dairy Sci,1
Proc Natl Acad Sci U S A,Mol Biol Rep,1
Proc Natl Acad Sci U S A,Rice (N Y),1
Proc Natl Acad Sci U S A,Ann Endocrinol (Paris),2
Proc Natl Acad Sci U S A,Front Cell Infect Microbiol,2
Proc Natl Acad Sci U S A,PeerJ,1
Proc Natl Acad Sci U S A,Antimicrob Agents Chemother,1
Proc Natl Acad Sci U S A,F1000Prime Rep,2
Proc Natl Acad Sci U S A,Acta Crystallogr D Biol Crystallogr,3
Proc Natl Acad Sci U S A,Immunol Cell Biol,1
Proc Natl Acad Sci U S A,Phys Life Rev,1
Proc Natl Acad Sci U S A,Wiley Interdiscip Rev RNA,1
Proc Natl Acad Sci U S A,Int J Dev Biol,2
Proc Natl Acad Sci U S A,Crit Rev Eukaryot Gene Expr,1
Proc Natl Acad Sci U S A,Eur J Clin Microbiol Infect Dis,3
Proc Natl Acad Sci U S A,Int J Microbiol,1
Proc Natl Acad Sci U S A,Mol Cell Proteomics,9
Proc Natl Acad Sci U S A,Biosci Biotechnol Biochem,1
Proc Natl Acad Sci U S A,BMC Infect Dis,1
Proc Natl Acad Sci U S A,Cold Spring Harb Perspect Biol,3
Proc Natl Acad Sci U S A,Rapid Commun Mass Spectrom,1
Science,Nat Methods,19
Science,Sci Rep,19
Science,Mol Cell,45
Science,Front Pharmacol,1
Science,PLoS Genet,12
Science,PLoS One,23
Science,Nat Protoc,10
Science,Methods Mol Biol,22
Science,Nature,53
Science,Oncotarget,2
Science,Proc Natl Acad Sci U S A,47
Science,J Biol Chem,10
Science,EMBO Rep,1
Science,Nucleic Acids Res,44
Science,ACS Synth Biol,6
Science,Plant Cell Rep,3
Science,Cold Spring Harb Protoc,7
Science,J Bacteriol,15
Science,Nat Commun,21
Science,Metab Eng,3
Science,Stand Genomic Sci,3
Science,Genome Announc,4
Science,Mol Ther,5
Science,Cell Syst,5
Science,Cell Rep,5
Science,J Virol,1
Science,Cell Mol Life Sci,1
Science,Philos Trans R Soc Lond B Biol Sci,1
Science,Int J Syst Evol Microbiol,1
Science,JAMA Neurol,4
Science,Cell Metab,2
Science,Protein Cell,2
Science,Cell,37
Science,Elife,13
Science,Cancer Discov,2
Science,Yi Chuan,1
Science,Am J Bioeth,2
Science,Sci Adv,1
Science,Genome Res,7
Science,Nat Microbiol,1
Science,Genome Biol,13
Science,BMC Genomics,3
Science,G3 (Bethesda),6
Science,Genome Biol Evol,4
Science,Hum Mol Genet,2
Science,J Cell Physiol,1
Science,Front Mol Biosci,2
Science,Front Plant Sci,2
Science,Front Mol Neurosci,3
Science,Biol Direct,4
Science,MBio,6
Science,Mol Ther Nucleic Acids,2
Science,Virol J,1
Science,Nat Plants,1
Science,RNA Biol,17
Science,Nat Chem Biol,2
Science,Int J Mol Sci,2
Science,Front Microbiol,3
Science,Plant Biotechnol J,1
Science,Nat Biotechnol,43
Science,Nat Struct Mol Biol,13
Science,Mol Cell Biol,1
Science,Int J Med Microbiol,1
Science,FEBS J,4
Science,Stem Cell Reports,4
Science,Biol Open,1
Science,Cell Stem Cell,7
Science,Bioinformatics,4
Science,Cell Res,7
Science,Extremophiles,2
Science,Proc Biol Sci,2
Science,Development,3
Science,Biochem J,1
Science,Biotechnol Lett,2
Science,Nat Neurosci,2
Science,Int J Biol Sci,1
Science,Stem Cell Res,1
Science,Angew Chem Int Ed Engl,1
Science,Clin Chem,2
Science,Biol Chem,3
Science,J Genet Genomics,6
Science,Mol Microbiol,10
Science,Hum Genet,1
Science,Stem Cells Dev,1
Science,Curr Protoc Stem Cell Biol,2
Science,Cancer Res,1
Science,Nat Med,1
Science,Appl Environ Microbiol,2
Science,Transgenic Res,1
Science,Mol Cancer Res,1
Science,Cell Host Microbe,2
Science,BMC Biol,2
Science,J Control Release,1
Science,Fly (Austin),4
Science,Am J Hum Genet,1
Science,Hum Gene Ther,4
Science,Genes Dev,8
Science,Methods Cell Biol,2
Science,Cell Discov,1
Science,Curr Biol,2
Science,Biotechnol Bioeng,1
Science,Trends Genet,1
Science,Stem Cells,1
Science,Trends Biotechnol,4
Science,Methods Enzymol,9
Science,Blood,3
Science,Anal Biochem,4
Science,Trends Microbiol,2
Science,Protein Sci,1
Science,PLoS Pathog,1
Science,Nat Rev Mol Cell Biol,1
Science,Curr Microbiol,1
Science,J Biotechnol,1
Science,Am J Physiol Lung Cell Mol Physiol,1
Science,Curr Protoc Mol Biol,6
Science,Cancer Cell,2
Science,Curr Opin Biotechnol,1
Science,Insect Biochem Mol Biol,1
Science,Genetics,12
Science,EBioMedicine,1
Science,Biochem Biophys Res Commun,1
Science,Nat Rev Genet,8
Science,Biotechnol J,3
Science,Curr Opin Immunol,2
Science,Wei Sheng Wu Xue Bao,2
Science,Curr Opin Chem Biol,1
Science,Nat Rev Microbiol,11
Science,Nat Rev Neurosci,1
Science,Plant Physiol,2
Science,Front Genet,3
Science,J Cell Sci,1
Science,Mol Plant,4
Science,Appl Biochem Biotechnol,1
Science,Cell Death Differ,2
Science,Biomed Res Int,2
Science,Gene Ther,1
Science,RNA,5
Science,Trends Parasitol,2
Science,Virology,1
Science,Haematologica,1
Science,Biomaterials,2
Science,Annu Rev Chem Biomol Eng,2
Science,Annu Rev Biophys,1
Science,Annu Rev Biochem,2
Science,AIDS,1
Science,EMBO Mol Med,2
Science,N Engl J Med,1
Science,Arterioscler Thromb Vasc Biol,2
Science,BMC Plant Biol,1
Science,Am J Respir Cell Mol Biol,1
Science,FEBS Lett,1
Science,?,1
Science,Sci Signal,2
Science,Curr Opin Microbiol,4
Science,Cell Biosci,1
Science,Seikagaku,1
Science,Insect Mol Biol,1
Science,ISME J,4
Science,Microbiology,1
Science,Structure,7
Science,Acta Crystallogr D Struct Biol,2
Science,BMC Microbiol,1
Science,Mob Genet Elements,1
Science,Sheng Wu Gong Cheng Xue Bao,1
Science,Curr Protoc Mouse Biol,1
Science,Expert Opin Biol Ther,1
Science,Environ Microbiol,4
Science,Nat Genet,1
Science,Mol Pharm,2
Science,ACS Chem Biol,1
Science,Acta Biochim Biophys Sin (Shanghai),2
Science,Biotechniques,1
Science,Tumour Biol,1
Science,PLoS Comput Biol,3
Science,Annu Rev Food Sci Technol,2
Science,Dev Cell,1
Science,Gen Comp Endocrinol,2
Science,Methods,5
Science,Toxins (Basel),1
Science,Mol Biotechnol,1
Science,Mol Biosyst,1
Science,FEMS Microbiol Rev,2
Science,Brain Res,1
Science,J Mol Biol,2
Science,Nat Rev Immunol,1
Science,J Pathol,2
Science,Plant Mol Biol,2
Science,FEMS Microbiol Lett,2
Science,J Mol Cell Biol,2
Science,J Food Sci,1
Science,Blood Rev,1
Science,Annu Rev Genet,7
Science,Zhongguo Fei Ai Za Zhi,1
Science,J Gen Virol,2
Science,Ann Intern Med,1
Science,Appl Microbiol Biotechnol,1
Science,Eukaryot Cell,1
Science,J Clin Microbiol,2
Science,FASEB J,2
Science,Mol Neurodegener,1
Science,Annu Rev Microbiol,4
Science,EMBO J,8
Science,Microbiol Spectr,1
Science,J Biomol Struct Dyn,3
Science,J Am Chem Soc,1
Science,Nat Rev Cancer,1
Science,Food Microbiol,1
Science,Curr Opin Virol,2
Science,Biochimie,1
Science,Curr Opin Struct Biol,5
Science,Int J Food Microbiol,5
Science,Quant Biol,1
Science,JAMA,1
Science,Microbiol Mol Biol Rev,2
Science,Chromosome Res,1
Science,J Neurosci,1
Science,Onco Targets Ther,1
Science,Photosynth Res,1
Science,BMC Genet,1
Science,Trends Biochem Sci,6
Science,Foodborne Pathog Dis,1
Science,Reprod Biol Endocrinol,1
Science,Int J Biochem Cell Biol,1
Science,Biochem Soc Trans,9
Science,J Dairy Sci,1
Science,Rice (N Y),1
Science,Expert Opin Ther Targets,1
Science,Acc Chem Res,1
Science,PeerJ,1
Science,Antimicrob Agents Chemother,1
Science,F1000Prime Rep,2
Science,Phys Life Rev,1
Science,Wiley Interdiscip Rev RNA,1
Science,Archaea,1
Science,Proteins,1
Science,Eur J Clin Microbiol Infect Dis,1
Science,Mol Cell Proteomics,7
Science,Mol Biol (Mosk),1
Science,Cold Spring Harb Perspect Biol,3
Science,Mol Phylogenet Evol,1
Science,F1000 Biol Rep,2
J Zhejiang Univ Sci B,Sci Rep,2
J Zhejiang Univ Sci B,PLoS One,4
J Zhejiang Univ Sci B,Oncotarget,3
J Zhejiang Univ Sci B,Proc Natl Acad Sci U S A,2
J Zhejiang Univ Sci B,Nat Commun,1
J Zhejiang Univ Sci B,J Virol,1
J Zhejiang Univ Sci B,Protein Cell,1
J Zhejiang Univ Sci B,Cell,1
J Zhejiang Univ Sci B,Elife,1
J Zhejiang Univ Sci B,Stem Cells Transl Med,1
J Zhejiang Univ Sci B,G3 (Bethesda),1
J Zhejiang Univ Sci B,Front Plant Sci,1
J Zhejiang Univ Sci B,MBio,1
J Zhejiang Univ Sci B,RNA Biol,1
J Zhejiang Univ Sci B,Front Microbiol,1
J Zhejiang Univ Sci B,Xenotransplantation,1
J Zhejiang Univ Sci B,Plant J,1
J Zhejiang Univ Sci B,Cell Stem Cell,2
J Zhejiang Univ Sci B,Nat Neurosci,1
J Zhejiang Univ Sci B,Int J Biol Sci,1
J Zhejiang Univ Sci B,J Genet Genomics,1
J Zhejiang Univ Sci B,Hum Genet,1
J Zhejiang Univ Sci B,Zhonghua Liu Xing Bing Xue Za Zhi,1
J Zhejiang Univ Sci B,Free Radic Biol Med,1
J Zhejiang Univ Sci B,Cell Discov,1
J Zhejiang Univ Sci B,Chembiochem,1
J Zhejiang Univ Sci B,Sci China Life Sci,1
J Zhejiang Univ Sci B,Anal Biochem,1
J Zhejiang Univ Sci B,PLoS Pathog,1
J Zhejiang Univ Sci B,J Biotechnol,1
J Zhejiang Univ Sci B,Parasitology,1
J Zhejiang Univ Sci B,Mol Plant,1
J Zhejiang Univ Sci B,Cell Death Differ,1
J Zhejiang Univ Sci B,Biomed Res Int,1
J Zhejiang Univ Sci B,Gene Ther,1
